give,age,sex,educ,income,trust
140,64,1,1,48000,3
0,27,1,1,12000,2
115,66,2,1,18000,2.48
140,67,2,1,30000,2
520,43,2,1,60000,3.77
40,27,2,1,30000,1.23
100,47,1,1,36000,2.69
45,41,1,1,30000,2.15
120,24,1,1,6000,2.62
15,26,2,1,6000,1.62
750,65,2,1,6000,1.93
1250,43,2,1,66000,2.38
402,45,2,1,54000,3
60,25,1,1,36000,2.62
150,51,2,1,60000,2.46
10,28,2,1,12000,3.08
4825,53,1,1,66000,3.23
0,29,1,1,6000,1.52
215,34,1,1,36000,2.85
75,37,2,1,42000,1
0,18,1,1,60000,1.54
0,62,1,1,42000,3
120,41,2,1,18000,2.38
600,65,2,1,36000,2.94
0,28,2,1,12000,2.15
70,39,2,1,6000,2.77
2325,49,2,1,60000,2.92
0,24,2,1,18000,2.15
0,56,1,1,42000,2.08
200,50,1,2,60000,1.85
2700,84,1,1,42000,2.69
115,25,2,1,24000,2.23
200,26,1,1,30000,2.92
325,44,2,1,30000,3.23
275,60,1,1,54000,3.15
250,71,2,1,36000,3.38
700,29,2,2,66000,2.77
0,69,2,1,48000,3.23
0,28,1,2,66000,3
325,26,1,1,60000,2.77
135,55,2,1,18000,3
0,54,1,1,6000,2.73
50,74,1,1,6000,2.25
0,35,2,1,18000,2.31
0,19,2,1,6000,3
3100,28,1,2,66000,2.23
100,42,1,1,30000,3.92
100,51,1,2,54000,1.54
1300,76,1,1,60000,3.08
450,64,2,1,54000,3.31
570,30,2,2,66000,3.15
2700,47,1,2,66000,3.08
2400,47,2,1,48000,3.31
0,60,1,1,36000,2.85
200,29,2,1,54000,1.85
1500,33,1,2,54000,2.08
75,18,1,1,42000,2.46
200,43,2,1,24000,2.58
500,26,1,1,54000,2.54
125,40,1,1,60000,2.15
0,62,1,1,30000,2.77
1600,43,1,1,36000,2.54
100,33,2,1,42000,3.23
290,32,1,2,48000,2.15
0,19,1,1,24000,3.69
950,41,2,1,24000,1.92
4900,29,1,2,48000,2.15
0,22,2,1,66000,2.08
120,18,1,1,30000,2.69
0,20,2,1,42000,3.31
310,38,1,1,42000,2.31
0,34,2,1,24000,3
525,48,2,1,72000,2.08
6000,21,1,1,36000,2.62
0,26,1,1,6000,1.77
100,18,2,1,36000,2.85
225,45,2,1,18000,2.08
200,32,1,1,6000,2.69
200,26,2,1,12000,2.85
0,34,2,1,12000,2.77
0,58,2,1,6000,2.23
0,26,1,1,42000,1.08
0,20,2,1,24000,2.08
0,21,1,1,42000,1
105,24,2,1,54000,2.15
20,31,1,1,42000,1.54
0,21,2,2,6000,2.31
1300,41,1,2,66000,3.38
0,22,1,1,18000,2.59
0,62,2,1,18000,2.4
0,67,2,1,6000,1.9
150,20,1,1,30000,2.92
50,62,1,1,6000,2.49
0,26,1,1,24000,2.17
0,32,1,1,24000,2.46
0,59,2,1,6000,2.71
0,30,1,1,36000,2.41
100,28,1,1,24000,2.19
0,24,2,1,24000,1.62
0,42,1,1,24000,1.92
0,18,2,1,54000,3.38
200,22,2,1,54000,1.92
0,18,1,1,48000,2.46
10000,37,1,2,24000,2.15
1525,26,2,2,60000,2.62
100,41,2,2,18000,2.55
200,33,2,1,30000,3
0,39,2,1,12000,1.92
1450,50,1,1,60000,3.31
100,38,2,1,60000,3.08
300,19,2,1,6000,3.38
0,37,2,1,60000,2.85
0,33,2,1,18000,2.18
0,28,2,1,18000,2.26
0,38,2,1,18000,2.41
0,29,1,1,18000,2.32
0,26,2,1,30000,2.31
0,34,2,1,12000,2.88
340,30,1,1,24000,2.46
0,18,1,1,12000,2.37
325,38,2,1,42000,2.38
80,26,1,1,18000,3.08
0,21,2,1,6000,1.46
150,36,1,1,30000,2.85
65,23,1,1,24000,2.46
0,22,1,1,36000,2.23
50,30,2,1,30000,3.38
0,31,1,1,18000,2.46
0,30,1,1,18000,2.15
0,41,2,1,6000,1.62
0,64,1,1,6000,1.54
0,35,2,1,6000,2
99,45,2,1,30000,2.46
0,45,1,1,6000,1.94
0,36,2,1,6000,3
0,49,2,1,6000,1.38
0,26,1,1,18000,3
0,21,2,1,12000,3
0,30,1,1,36000,1.79
0,22,2,1,30000,2.01
500,42,1,1,78000,2.69
0,31,1,1,30000,2.32
700,47,1,1,48000,2.69
0,66,2,1,6000,2.18
125,32,2,1,42000,1.54
100,65,2,1,6000,2.38
75,23,2,1,30000,2.85
75,37,2,1,24000,2.46
120,56,2,1,24000,2.15
50,19,2,1,36000,3.31
0,32,1,1,24000,2
600,43,1,1,60000,3.08
0,28,2,1,54000,2.85
1800,31,2,1,66000,2.85
200,50,1,1,24000,2.14
200,37,1,1,60000,3
260,25,1,1,18000,2.4
0,26,2,1,54000,4
10,38,1,1,18000,3.08
50,41,1,1,36000,4
50,46,1,2,36000,2.31
20,75,1,1,12000,2.69
0,40,1,1,48000,3.85
0,68,2,1,6000,1.54
0,34,1,1,66000,2.32
0,40,1,1,72000,1.5
0,29,2,1,30000,1.77
0,52,1,1,36000,3.08
0,56,1,1,30000,3.31
0,69,1,1,18000,2.46
25,24,2,2,54000,2.31
6300,40,2,1,60000,1.93
200,45,2,1,30000,3.08
1670,36,2,2,66000,2.85
0,19,2,1,48000,2
180,68,1,1,12000,1.68
181,52,2,1,36000,2.23
0,49,2,1,18000,2.38
800,30,2,1,18000,2.08
0,47,2,1,12000,2.24
0,38,2,1,12000,1.81
0,76,2,1,6000,2.55
0,67,2,1,6000,2
0,57,1,1,6000,2.62
2075,59,2,1,42000,2.66
225,54,1,2,36000,2
250,55,1,1,30000,2.23
25,36,2,1,36000,3.15
0,25,2,1,6000,1.92
0,32,2,1,30000,2.66
0,26,2,1,36000,2.5
125,22,1,1,18000,2.15
65,43,1,1,42000,2.08
0,29,2,1,30000,2.85
0,72,1,1,30000,2.85
150,36,2,1,24000,2.85
0,23,2,1,42000,2
0,29,1,1,42000,2.08
220,29,1,1,30000,3
75,39,2,1,30000,2.62
65,29,2,1,24000,2.92
1250,21,2,1,66000,2.92
200,21,1,1,66000,2.92
800,33,2,1,78000,2.23
0,38,2,1,60000,2.23
150,30,1,1,66000,3.85
1345,39,1,1,66000,2.85
620,30,2,1,42000,3.46
810,35,2,2,78000,1.62
2400,62,2,2,78000,1.69
2700,54,1,2,72000,2.54
2575,42,1,2,66000,2.15
700,45,2,2,72000,2.41
300,36,1,1,66000,2.15
300,41,1,2,66000,1.77
300,34,2,2,78000,2.31
4500,49,1,2,78000,2.08
2600,61,2,2,66000,2.62
1525,53,1,1,66000,2.38
100,33,2,2,72000,2.15
1950,54,2,1,78000,2.4
100,33,1,1,66000,3.23
1870,35,2,2,66000,2.46
400,43,1,2,66000,2.54
100,24,1,1,42000,2.08
1100,73,1,2,60000,3
0,38,1,1,36000,2.32
0,53,1,1,72000,2
0,51,1,1,78000,1.92
25,39,2,2,66000,2.23
1110,32,1,2,78000,2.79
0,44,2,1,72000,2
250,22,2,1,72000,2.7
5000,45,1,1,66000,1
0,24,1,2,78000,1.92
360,50,2,2,72000,2.15
300,45,2,2,72000,2
0,62,1,2,66000,1.31
2380,41,1,1,72000,1.62
1100,55,1,1,66000,2.38
210,29,2,1,72000,2.54
1800,61,1,2,72000,2.62
700,80,1,2,48000,2
5650,68,1,2,72000,2.38
655,61,1,2,66000,2.46
6000,56,2,2,66000,2.31
30,44,2,1,66000,3
850,38,1,2,78000,2.55
6500,42,2,2,78000,2.36
1100,36,2,2,66000,2.62
100,47,1,2,78000,2.15
1950,46,1,2,72000,2.38
1750,39,2,2,66000,2.77
0,39,2,1,66000,2.22
675,50,1,2,72000,2.08
50,34,2,1,66000,2.51
300,62,1,1,36000,4
1630,82,1,2,72000,3
825,56,2,1,72000,2.08
740,43,1,1,66000,2.31
7915,37,2,2,72000,2.15
0,25,2,1,66000,3.08
300,32,1,1,66000,3.08
0,20,2,1,78000,2.53
900,40,2,1,66000,2.15
10000,45,1,2,78000,2.54
500,65,2,1,66000,2.77
2025,51,2,2,78000,2.57
1460,49,2,2,78000,1.92
380,52,2,2,72000,2.65
200,32,2,1,66000,2.08
0,67,1,2,66000,2.54
4950,46,2,2,66000,2.71
700,28,1,1,66000,2.15
1005,52,1,1,72000,2.85
700,32,2,2,66000,2
1700,47,1,2,66000,2.08
950,52,2,2,78000,2.46
100,53,2,1,78000,1.31
0,33,2,1,66000,2.08
2550,39,2,1,66000,2.54
65,24,1,1,66000,2.36
80,42,2,1,6000,2.54
900,45,2,1,78000,3.08
2300,38,2,2,66000,2.31
0,25,1,2,72000,2
655,37,2,1,66000,2.23
6000,53,1,2,72000,1.77
2000,42,1,2,60000,2.46
0,45,1,1,66000,2.08
50,32,1,1,18000,1
400,47,2,2,60000,2.38
325,27,2,2,72000,2.85
2625,53,1,2,78000,2.54
370,48,1,2,66000,2.46
520,42,2,2,66000,2.23
2215,55,1,1,78000,2.23
950,64,1,1,78000,2.54
200,59,2,1,78000,2.73
500,35,2,1,66000,2.15
2500,56,1,1,66000,1.85
9000,48,1,2,60000,2.31
2728,38,2,1,72000,2.77
571,34,1,1,66000,1.85
550,30,2,2,72000,2.23
6375,40,1,2,78000,2.23
1400,39,2,1,72000,2.54
1230,47,2,2,72000,2.69
3700,62,1,2,72000,1.92
1000,54,2,1,66000,1.94
0,37,2,1,66000,3.31
0,79,1,1,66000,1.4
225,40,1,2,72000,2.38
500,28,2,1,66000,2.46
9030,43,1,2,72000,1.85
1130,35,2,2,42000,2.69
0,27,1,2,72000,2.54
0,31,1,1,66000,2.15
0,23,1,1,78000,2
840,50,2,2,66000,2.31
250,42,1,2,66000,2.54
100,56,2,1,66000,2.32
150,37,2,2,66000,3.08
2850,58,1,2,78000,2.92
1550,45,1,2,78000,2.31
3480,61,2,2,78000,1.95
6700,60,1,2,78000,2.29
150,33,2,2,72000,2
3000,51,1,2,66000,2.46
5400,64,2,1,72000,2.08
1730,30,2,2,66000,2.62
500,48,2,1,72000,2.31
5100,50,2,2,78000,2.15
1125,45,2,1,78000,1.92
650,57,1,2,72000,2.31
0,26,1,1,48000,2.46
0,28,2,1,66000,2.46
1650,47,2,2,72000,2.38
500,34,1,1,66000,2
3200,63,2,1,60000,2.31
2030,77,1,1,36000,2.85
0,26,1,1,42000,2
800,37,1,1,78000,2.23
1200,52,1,1,66000,2.85
0,43,2,1,60000,2.08
6000,29,1,2,66000,2.77
100,32,2,1,66000,2.31
6075,65,1,2,72000,2.15
8300,70,1,1,78000,2.54
1900,53,1,1,66000,1.77
600,38,2,2,78000,2.15
0,20,1,1,78000,2.08
500,52,1,1,66000,2.85
125,64,2,1,66000,2.15
2150,59,2,1,78000,1.92
1250,30,1,1,66000,2.31
6229,50,2,2,66000,2.69
3900,49,1,2,78000,2.4
850,24,1,2,66000,2.15
3350,68,1,2,72000,2.62
820,51,2,2,72000,2.15
260,31,1,2,72000,2.15
9270,40,2,1,66000,2.31
3000,43,1,2,72000,2.62
1300,30,2,2,78000,3.23
650,72,2,1,66000,3.46
6135,75,1,1,66000,1.77
60,75,2,1,66000,1.66
4500,59,1,2,66000,2.31
18560,59,2,1,72000,2.34
